UnitCode,UnitName,Faculty
EDF5173,Physics education in the secondary years A,edu
EDF5174,Physics education in the secondary years B,edu
EDF5175,Psychology education in the secondary years A,edu
EDF5176,Psychology education in the secondary years B,edu
EDF5177,Social education in the secondary years A,edu
EDF5178,Social education in the secondary years B,edu
EDF5179,Visual art and design education in the secondary years 1A,edu
EDF5180,Visual art and design education in the secondary years 1B,edu
EDF5181,Visual art and design education in the secondary years 2A,edu
EDF5182,Visual art and design education in the secondary years 2B,edu
EDF5183,Teaching specialism in secondary education A,edu
EDF5184,Teaching specialism in secondary education B,edu
EDF5301,Introduction to STEM education,edu
EDF5302,"Content, pedagogy and pedagogical content knowledge in STEM education",edu
EDF5303,Digital foundations of STEM education,edu
EDF5304,Contemporary practices of STEM education,edu
EDF5513,Evidence-based counselling in practice,edu
EDF5514,Applied psychological assessment and psychopathology,edu
EDF5515,Applied ethics and research practice,edu
EDF5516,Clinical and therapeutic interventions,edu
EDF5517,Professional experience in psychology,edu
EDF5530,"Counselling skills for individuals, couples and groups",edu
EDF5531,Cognitive behaviour therapies,edu
EDF5532,Ethics for counsellors,edu
EDF5533,Advanced counselling practice,edu
EDF5534,Supervised professional counselling practice,edu
EDF5540,Children and adolescents counselling,edu
EDF5541,Personnel and career development counselling,edu
EDF5542,Counselling skills: Individuals and couples,edu
EDF5543,Ethics and professional issues in counselling and psychology,edu
EDF5544,Group counselling skills and psychotherapy,edu
EDF5545,Cognitive behaviour therapy,edu
EDF5546,Advanced personnel and career development counselling,edu
EDF5547,"Counselling research design, statistics and program evaluation",edu
EDF5551,Psychological assessment and measurement,edu
EDF5552,Counselling practicum,edu
EDF5553,Research project in counselling,edu
EDF5554,Counselling internship,edu
EDF5613,Research approaches in education,edu
EDF5614,Research project in education,edu
EDF5620,Leading education and work,edu
EDF5621,"Challenging curriculum, pedagogy and assessment",edu
EDF5622,Developing learners and learning,edu
EDF5623,Deepening education and sustainability,edu
EDF5632,Understanding inclusion in learning communities,edu
EDF5635,Leading capable organisations,edu
EDF5636,Leading organisational decision making,edu
EDF5637,Inner leadership: Understanding self and others,edu
EDF5640,"Language, culture and curriculum",edu
EDF5641,Pedagogy and assessment in TESOL,edu
EDF5642,Bilingualism and content-based programs,edu
EDF5645,Educating the gifted,edu
EDF5646,Talent development and diversity,edu
EDF5647,Technology and education key issues and debates,edu
EDF5648,Instructional design: Harnessing digital technologies for learning,edu
EDF5649,Language and literacies across educational contexts,edu
EDF5650,"Literacy leadership in schools, workplaces and communities",edu
EDF5651,Developing expertise in mathematics education,edu
EDF5652,Understanding research and leadership in science education,edu
EDF5653,Research perspectives in music education,edu
EDF5654,Teaching music: Theory and practice,edu
EDF5655,Expertise in teaching,edu
EDF5656,Practising inclusion,edu
EDF5657,Indigenous perspectives in professional practice,edu
EDF5658,"Young people: Culture, communities and education",edu
EDF5659,Building partnerships with families and communities,edu
EDF5661,Designing learning for adults,edu
EDF5662,"Leading local, rural and regional learning and participation",edu
EDF5663,Education and globalisation in the Asian century,edu
EDF5664,Learning through participation,edu
EDF5665,"Environmental education, design and learning for sustainability",edu
EDF5666,"Education, development and ecological sustainability",edu
EDF5667,Positive behaviour support,edu
EDF5670,Leadership studies,edu
EDF5671,Leadership challenge project,edu
EDF5672,Leadership in educational technology practices,edu
EDF5673,Leading mathematics and numeracy education,edu
EDF5674,Engaging with practices of contemporary science,edu
EDF5678,Leading learning communities,edu
EDF5691,Professional project,edu
EDF5692,Professional practice in special and inclusive education,edu
EDF5693,Using and evaluating research evidence,edu
EDF5694,Taking a stand in education debates,edu
EDF5695,Self-study as professional inquiry,edu
EDF5696,Professional practice for teachers of TESOL,edu
EDF5699,Extended teaching practice,edu
EDF5720,Developmental psychology and counselling and research,edu
EDF5721,Clinical interventions in educational and developmental psychology,edu
EDF5722,"Cognitive, personality and educational assessment",edu
EDF5723,Exceptionality: Assessment and intervention,edu
EDF5731,Clinical placement in psychology 1,edu
EDF5732,Clinical placement in psychology 2,edu
EDF5733,Clinical placement in psychology 3,edu
EDF5741,Psychology thesis part 1,edu
EDF5742,Psychology thesis part 2,edu
EDF5810,VCAL and VET at school,edu
EDF5814,Creative research approaches,edu
EDF5905,Early years literacy and numeracy,edu
EDF5925,Early years professional experience 1,edu
EDF5926,Early years professional experience 2,edu
EDF5927,Early years professional experience 3,edu
EDF5928,Early years professional experience 4,edu
EDF5931,Primary professional experience 1,edu
EDF5932,Primary professional experience 2,edu
EDF5933,Primary professional experience 3,edu
EDF5934,Primary professional experience 4,edu
EDF5935,Primary professional experience 5,edu
EDF5936,Primary professional experience 6,edu
EDF5941,Secondary professional experience 1,edu
EDF5942,Secondary professional experience 2,edu
EDF5943,Secondary professional experience 3,edu
EDF5944,Secondary professional experience 4,edu
EDF6509,Clinical placement in psychology 3,edu
EDF6536,Psychology thesis part 2,edu
EDF6541,Field experience in counselling,edu
ENE1621,Environmental engineering,eng
ENE2503,Materials properties and recycling,eng
ENE3048,Energy and the environment,eng
ENE3606,The air environment,eng
ENE3608,Environmental impact assessment and management systems,eng
ENE4607,Environmental risk assessment,eng
ENG1001,"Engineering design: lighter, faster, stronger",eng
ENG1002,"Engineering design: cleaner, safer, smarter",eng
ENG1003,Engineering mobile apps,eng
ENG1005,Engineering mathematics,eng
ENG1021,Spatial communication in engineering,eng
ENG1051,Materials for energy and sustainability,eng
ENG1060,Computing for engineers,eng
ENG1081,Physics for engineering,eng
ENG1090,Foundation mathematics,eng
ENG1210,Introduction to structural engineering,eng
ENG1211,Introduction to engineering systems,eng
ENG2000,Engineering load - branch selection pending,eng
ENG2001,E3007 - Branch Selection,eng
ENG2005,Advanced engineering mathematics,eng
ENG2121,Diagnostics for cultural heritage,eng
ENG2202,Steel structures,eng
ENG2203,Concrete structures,eng
ENG2204,Water systems,eng
ENG2206,Introduction to geoengineering,eng
ENG2207,Waterway engineering,eng
ENG2801,Leadership and innovation,eng
ENG3201,Project management for engineers,eng
ENG3202,Geoengineering,eng
ENG3203,Environmental geoengineering,eng
ENG3204,Water and wastewater,eng
ENG3205,Traffic and transport,eng
ENG3206,Civil and environmental engineering design,eng
ENG4001,Special studies in engineering 1,eng
ENG4002,Special studies in engineering 2,eng
ENG4201,Project,eng
ENG4203,Management of water resources,eng
ENG4204,Road engineering,eng
ENG4205,Project B,eng
ENG4700,Engineering technology for biomedical imaging and sensing,eng
ENG5001,Advanced engineering data analysis,eng
ENG5002,Engineering entrepreneurship,eng
ENG5003,Advanced design project A,eng
ENG5004,Advanced design project B,eng
ENG5005,Engineering project A,eng
ENG5006,Engineering project B,eng
ENG5007,Translation and commercialisation of medical technologies,eng
ENG5881,Minor project,eng
ENG6001,Advanced engineering data analysis,eng
ENG6002,Engineering entrepreneurship,eng
ENG6007,Translation and commercialisation of medical technologies,eng
ENS5010,Global challenges and sustainability,sci
ENS5020,Perspectives on sustainability,sci
ENS5310,Securing biodiversity and ecosystems,sci
ENS5320,"Climate change, energy and human security",sci
ENS5330,Water security and environmental pollution,sci
ENS5510,Processes to influence change,sci
ENS5520,Understanding human behaviour to influence change,sci
ENS5530,Leading change for sustainable development,sci
ENS5900,Research project in environment and sustainability,sci
ENS5901,Research project in environment and sustainability part A,sci
ENS5902,Research project in environment and sustainability B,sci
ENS5910,Interdisciplinary project for sustainable development solutions,sci
ENS5920,Environment and sustainability project,sci
ENS5930,Sustainability internship,sci
ENV1800,Environmental science: A Southeast Asian perspective,sci
ENV2022,Environmental sampling and monitoring,sci
ENV2726,Ecosystems and bioresources,sci
ENV2757,Environmental health,sci
ENV2792,Mathematical models of the environment,eng
ENV3022,Environmental technology,sci
ENV3639,Minerals and energy,sci
EPM5001,Health indicators and health surveys,med
EPM5002,Mathematical background for biostatistics,med
EPM5003,Principles of statistical inference,med
EPM5004,Linear models,med
EPM5005,Data management and statistical computing,med
EPM5006,Clinical biostatistics,med
EPM5007,Design of randomised controlled trials,med
EPM5008,Longitudinal and correlated data analysis,med
EPM5009,Categorical data and generalised linear models,med
EPM5010,Survival analysis,med
EPM5011,Biostatistics practical project - double unit,med
EPM5012,Bioinformatics,med
EPM5013,Bayesian statistical methods,med
EPM5014,Probability and distribution theory,med
EPM5015,Biostatistics practical project - single unit,med
EPM5023,Foundations of international health,med
EPP1011,The contemporary paramedic,med
EPP1012,Clinical concepts of paramedic practice 1,med
EPP2011,Clinical concepts of paramedic practice 2,med
EPP2032,Paramedic clinical practice,med
EPP2042,Paramedic management of trauma conditions,med
ESC3162,Ore deposit geology and global metallogeny,sci
ESC3180,Field mapping,sci
ESC3190,Hydrogeology and environmental geoscience,sci
ESC3201,Deformation of the crust,sci
ESC3232,The dynamic biosphere: Changing fauna and flora through geological time,sci
ESC3259,Geographical information systems (GIS) for environmental management,sci
ESC3311,Applied Geophysics,sci
ESC3332,Global dynamics and crustal evolution,sci
ESC3340,Geophysics: Special topics,sci
ESC3421,Igneous and metamorphic processes and geochemistry,sci
ESC3545,Environmental hydrology,sci
ESC3552,Remote sensing of the environment,sci
ESC3788,"Soils, landscapes and their management",sci
ESC3791,Environmental change: Past to future,sci
ESC3887,"Designing urban futures: Urban climate, water and adaptation",sci
ESC3900,Dynamic earth,sci
ESC4120,Earth sciences research project part time II,sci
ESC4220,Earth science honours coursework part time II,sci
ETB1100,Business statistics,buseco
ETB2111,Business data modelling,buseco
ETC1000,Business and economic statistics,buseco
ETC1010,Data modelling and computing,buseco
ETC2410,Introductory econometrics,buseco
ETC2420,Statistical thinking,buseco
ETC2430,Actuarial statistics,buseco
ETC2440,Mathematics for economics and business,buseco
ETC2450,Applied forecasting for business and economics,buseco
ETC2470,Applied business modelling,buseco
ETC2480,Business modelling methods,buseco
ETC2500,Marketing research analysis,buseco
ETC2520,Probability and statistical inference for economics and business,buseco
ETC3250,Business analytics,buseco
ETC3400,Principles of econometrics,buseco
ETC3410,Applied econometrics,buseco
ETC3420,Applied insurance methods,buseco
ETC3430,Financial mathematics under uncertainty,buseco
ETC3440,Introductory econometrics,buseco
ETC3450,Time series analysis for business and economics,buseco
ETC3460,Financial econometrics,buseco
ETC3490,Risk and business modelling,buseco
ETC3500,Survey data analysis,buseco
ETC3510,Modelling in finance and insurance,buseco
ETC3530,Contingencies in insurance and pensions,buseco
ETC3550,Applied forecasting for business and economics,buseco
ETC3580,Advanced statistical modelling,buseco
ETC3860,Integrated economic modelling,buseco
ETC4010,Special reading unit in econometrics honours,buseco
ETC4110,Actuarial practice I,buseco
ETC4120,Actuarial practice II,buseco
ETC4130,Asset liability management,buseco
ETC4400,Econometric theory,buseco
ETC4410,Applied econometrics 2,buseco
ETC4420,Microeconometrics,buseco
ETC4430,Quantitative economic policy,buseco
ETC4460,Financial econometrics 2,buseco
ETC4541,Bayesian Time Series Econometrics,buseco
ETC4860,Honours research project,buseco
ETC5010,Special reading unit 2,buseco
ETC5020,Special reading unit 3,buseco
ETC5242,Statistical thinking,buseco
ETC5252,Probability and statistical inference for economics and business,buseco
ETC5340,Principles of econometrics,buseco
ETC5341,Applied econometrics,buseco
ETC5342,Applied insurance methods,buseco
ETC5343,Financial mathematics under uncertainty,buseco
ETC5345,Time series analysis for business and economics,buseco
ETC5346,Financial econometrics,buseco
ETC5351,Modelling in finance and insurance,buseco
ETC5353,Insurance and pensions,buseco
ETC5400,Research topics in econometrics,buseco
ETC5410,Bayesian Time Series Econometrics,buseco
ETC5420,Microeconometrics,buseco
ETC5440,Econometric theory,buseco
ETC5441,Applied econometrics 2,buseco
ETC5443,Quantitative economic policy,buseco
ETC5460,Financial econometrics 2,buseco
ETC5470,Econometrics graduate seminar,buseco
ETC5860,Research paper,buseco
ETC5900,Business statistics,buseco
ETF1100,Business statistics,buseco
ETF2011,Quantitative methods for risk analysis,buseco
ETF2100,Introductory econometrics,buseco
ETF2121,Data analysis in business,buseco
ETF2480,Business modelling,buseco
ETF2700,Mathematics for business,buseco
ETF3200,Applied econometrics,buseco
ETF3231,Business forecasting,buseco
ETF3300,Quantitative methods for financial markets,buseco
ETF3480,Optimisation for managers,buseco
ETF3500,High dimensional data analysis,buseco
ETF3600,Quantitative models for business research,buseco
ETF5010,Special reading unit 2,buseco
ETF5020,Special reading unit 3,buseco
ETF5200,Applied time series econometrics,buseco
ETF5231,Business forecasting,buseco
ETF5300,Applied financial econometrics,buseco
ETF5320,Applied econometrics,buseco
ETF5330,Quantitative methods for financial markets,buseco
ETF5400,Econometric theory,buseco
ETF5410,Special topics in econometrics,buseco
ETF5470,Econometrics graduate seminar,buseco
ETF5500,High dimensional data analysis,buseco
ETF5550,Research project,buseco
ETF5555,Minor thesis,buseco
ETF5600,Quantitative models for business research,buseco
ETF5650,Business optimisation skills,buseco
ETF5900,Business statistics,buseco
ETF5910,Introductory applied econometrics,buseco
ETF5912,Data analysis in business,buseco
ETF5922,Data Visualisation and Analytics,buseco
ETF5930,Financial econometrics,buseco
ETF5952,Quantitative methods for risk analysis,buseco
ETF5970,Mathematics for business,buseco
ETM5900,Business statistics,buseco
ETP1100,Business statistics,buseco
ETS1102,Business statistics,buseco
ETS1200,Quantitative methods for business,buseco
ETS2000,Advanced quantitative methods,buseco
ETS2010,Introductory probability theory,buseco
ETS2111,Business data modelling,buseco
ETS2410,Introductory econometrics,buseco
ETS3410,Applied econometrics,buseco
ETW1000,Business and economic statistics,buseco
ETW1010,Data modelling and computing,buseco
ETW1102,Business statistics,buseco
ETW2111,Business data modelling,buseco
ETW2410,Introductory econometrics,buseco
ETW2420,Survey methods and managerial statistics,buseco
ETW2480,Business modelling methods,buseco
ETW3200,Quantitative business analysis,buseco
ETW3410,Applied econometrics,buseco
ETW3420,Principles of forecasting and applications,buseco
ETW3481,Econometric methods for finance,buseco
ETW3482,Data mining for business,buseco
ETW3483,Enterprise resource planning,buseco
ETX2011,Quantitative methods for risk analysis,buseco
ETX2121,Data analysis in business,buseco
ETX2250,Data visualisation and analytics,buseco
ETX3231,Business forecasting,buseco
ETX5440,Econometric theory,buseco
ETX5443,Quantitative economic policy,buseco
ETX5934,Introductory econometrics,buseco
ETX6500,Statistical Inference,buseco
ETX6510,Foundations of econometrics,buseco
FBS5001,Fundamentals of forensic behavioural science,med
FBS5002,The role of mental health in criminal offending,med
FBS5004,Developmental aspects of forensic behavioural science,med
FBS5005,The assessment and management of problem behaviours,med
FIT1002,Computer programming,it
FIT1003,IT in organisations,it
FIT1006,Business information analysis,it
FIT1008,Introduction to computer science,it
FIT1013,Digital futures: IT for business,it
FIT1031,Computers and networks,it
FIT1033,Foundations of 3D,it
FIT1040,Digital futures: adventures in programming,it
FIT1041,Research project 1,it
FIT1043,Introduction to data science,it
FIT1044,Mobile communications 1,it
FIT1045,Algorithms and programming fundamentals in python,it
FIT1046,Creative computing foundations,it
FIT1047,"Introduction to computer systems, networks and security",it
FIT1048,Fundamentals of C++,it
FIT1049,IT professional practice,it
FIT1050,Web fundamentals,it
FIT1051,Programming fundamentals in java,it
FIT1052,Digital futures: IT shaping society,it
FIT2001,Systems development,it
FIT2002,IT project management,it
FIT2004,Algorithms and data structures,it
FIT2005,"Software analysis, design and architecture",it
FIT2009,Data structures and algorithms,it
FIT2014,Theory of computation,it
FIT2017,Computer models for business decision making,it
FIT2020,Network architecture,it
FIT2032,Industry-based learning,it
FIT2033,Computer models for business decisions,it
FIT2034,Computer programming 2,it
FIT2043,Technical documentation for software engineers,it
FIT2065,Operating systems and the Unix environment,it
FIT2069,Computer architecture,it
FIT2072,Educational multimedia,it
FIT2073,Game design studio 1,it
FIT2074,"Technology, information and organisations",it
FIT2077,Advanced data management,it
FIT2079,Data visualisation,it
FIT2081,Mobile application development,it
FIT2082,Research project 2,it
FIT2083,Research methods in computer science,it
FIT2085,Introduction to computer science for engineers,it
FIT2086,Modelling for data analysis,it
FIT2087,Advanced 3D,it
FIT2089,Mobile networks,it
FIT2090,Business information systems and processes,it
FIT2091,Creative computing studio 1,it
FIT2092,Creative computing studio 2,it
FIT2093,Introduction to cyber security,it
FIT2094,Databases,it
FIT2095,e-Business software technologies,it
FIT2096,Games programming 1,it
FIT2097,Games programming 2,it
FIT2098,Interactive media,it
FIT2099,Object oriented design and implementation,it
FIT2100,Operating systems,it
FIT2101,Software engineering process and management,it
FIT2102,Programming paradigms,it
FIT2104,Web database interface,it
FIT2105,"Creative computing: understanding art, science and technology",it
FIT2107,Software quality and testing,it
FIT2108,Industry based learning seminar,it
FIT3002,Applications of data mining,it
FIT3003,Business intelligence and data warehousing,it
FIT3008,Advanced digital video,it
FIT3013,Formal specification for software engineering,it
FIT3019,Information systems management,it
FIT3020,Information visualisation,it
FIT3021,Infrastructure for e-commerce,it
FIT3027,Android and iOS development,it
FIT3031,Information and network security,it
FIT3036,Computer science project,it
FIT3037,Software engineering,it
FIT3039,Studio project 1,it
FIT3040,Studio project 2,it
FIT3042,System tools and programming languages,it
FIT3045,Industry-based learning,it
FIT3046,Operating environments,it
FIT3047,Industry experience studio project 1,it
FIT3048,Industry experience studio project 2,it
FIT3063,Human-computer interaction,it
FIT3077,Software engineering: architecture and design,it
FIT3080,Intelligent systems,it
FIT3081,Image processing,it
FIT3083,e-Business software technologies,it
FIT3088,Computer graphics,it
FIT3094,"Artificial life, artificial intelligence and virtual environments",it
FIT3098,Social informatics,it
FIT3130,Computer network design and deployment,it
FIT3134,IT-based entrepreneurship,it
FIT3136,IT governance and strategy for business,it
FIT3138,Real time enterprise systems,it
FIT3139,Computational science,it
FIT3140,Advanced programming,it
FIT3142,Distributed computing,it
FIT3143,Parallel computing,it
FIT3144,Advanced computer science project,it
FIT3145,Game design studio 2,it
FIT3146,Emergent technologies and interfaces,it
FIT3152,Data analytics,it
FIT3153,Research-based learning,it
FIT3154,Advanced data analysis,it
FIT3155,Advanced data structures and algorithms,it
FIT3156,Advanced visual effects,it
FIT3157,Advanced web design,it
FIT3158,Business decision modelling,it
FIT3159,Computer architecture,it
FIT3161,Computer science project 1,it
FIT3162,Computer science project 2,it
FIT3163,Data science project 1,it
FIT3164,Data science project 2,it
FIT3165,Computer networks,it
FIT3168,IT forensics,it
FIT3169,Immersive environments,it
FIT3170,Software engineering practice,it
FIT3171,Databases,it
FIT3172,Sonics,it
FIT3173,Software security,it
FIT3174,IT strategy and governance,it
FIT3175,Usability,it
FIT3176,Advanced database design,it
FIT3178,Advanced mobile applications,it
FIT3179,Data visualisation,it
FIT4000,Honours thesis extension,it
FIT4002,Software engineering industry experience studio project,it
FIT4003,Software engineering research project,it
FIT4004,"System validation and verification, quality and standards",it
FIT4005,Research methods in information technology,it
FIT4007,Advanced topics in information systems,it
FIT4008,Reading unit,it
FIT4009,Advanced topics in intelligent systems,it
FIT4010,Advanced topics in algorithms and discrete structures,it
FIT4012,Advanced topics in computational science,it
FIT4039,Android and iOS development,it
FIT4042,Industry-based learning,it
FIT4165,Computer networks,it
FIT4441,Honours thesis part 1,it
FIT4442,Honours thesis part 2,it
FIT4443,Honours thesis part 3,it
FIT4444,Honours thesis final,it
FIT4448,Honours thesis final,it
FIT5000,Minor thesis extension,it
FIT5003,Software security,it
FIT5010,Network protocols standards,it
FIT5011,Network design and performance,it
FIT5032,Internet applications development,it
FIT5034,Quality of service and network management,it
FIT5037,Network security,it
FIT5042,Enterprise application development for the web,it
FIT5046,Mobile and distributed computing systems,it
FIT5047,Intelligent systems,it
FIT5057,Project management,it
FIT5083,Network infrastructure,it
FIT5086,Organisational informatics,it
FIT5088,Information and knowledge management systems,it
FIT5090,Social informatics,it
FIT5094,IT for management decision making,it
FIT5097,Business intelligence modelling,it
FIT5101,Enterprise systems,it
FIT5102,IT strategy and governance,it
FIT5104,Information and knowledge management professional practice,it
FIT5105,Information access and use,it
FIT5106,Information organisation,it
FIT5107,Managing business records,it
FIT5108,Reading unit,it
FIT5109,Research topic,it
FIT5111,Information systems development practices,it
FIT5120,Industry experience studio project,it
FIT5122,Professional practice,it
FIT5124,Advanced topics in security,it
FIT5125,IT research methods,it
FIT5126,Masters thesis part 1,it
FIT5127,Masters thesis part 2,it
FIT5128,Masters thesis final,it
FIT5129,"Enterprise IT security - planning, operations and management",it
FIT5133,Enterprise architecture and management,it
FIT5136,Software engineering,it
FIT5137,Database analysis and processing,it
FIT5138,Advanced software engineering,it
FIT5139,Advanced distributed and parallel systems,it
FIT5140,Advanced mobile systems,it
FIT5141,Advanced topics in information technology,it
FIT5142,Advanced data mining,it
FIT5143,IT research methods,it
FIT5144,Research strategies and skills,it
FIT5145,Introduction to data science,it
FIT5146,Data curation and management,it
FIT5147,Data exploration and visualisation,it
FIT5148,Distributed databases and big data,it
FIT5149,Applied data analysis,it
FIT5152,User interface design and usability,it
FIT5159,IT for financial decisions,it
FIT5160,"Business process modelling, design and simulation",it
FIT5163,Information and computer security,it
FIT5166,Information retrieval systems,it
FIT5168,Semi-structured data management,it
FIT5170,"Programming for distributed, parallel and mobile systems",it
FIT5171,"System validation and verification, quality and standards",it
FIT5178,Applied project management,it
FIT5180,Business and legal issues in project management,it
FIT5183,Mobile and distributed computing systems,it
FIT5186,Intelligent systems,it
FIT5187,Wireless networks,it
FIT5190,Introduction to IT research methods,it
FIT5191,Network protocols and network security,it
FIT5192,Enterprise and internet applications development,it
FIT5194,Computer based global project management,it
FIT5195,Business intelligence and data warehousing,it
FIT5196,Data wrangling,it
FIT5197,Modelling for data analysis,it
FIT5201,Data analysis algorithms,it
FIT5202,Data processing for big data,it
FIT5203,Community informatics,it
FIT5204,Heritage informatics,it
FIT5205,Data in society,it
FIT5206,Digital continuity,it
FIT5207,Data for sustainability,it
FIT5211,Algorithms and data structures,it
FIT6021,Advanced research methods,it
FIT9027,Website authoring,it
FIT9059,Algorithms and data structures,it
FIT9123,Introduction to business information systems,it
FIT9130,Systems analysis and design,it
FIT9131,Programming foundations in Java,it
FIT9132,Introduction to databases,it
FIT9133,Programming foundations for python,it
FIT9134,Computer architecture and operating systems,it
FIT9135,Data communications,it
FNA1111,Introduction to Contemporary Practices 1,ada
FNA1112,Introduction to Contemporary Practices 2,ada
FNA2003,3D digital modelling for artists,ada
FNA2111,Contemporary Practices 3,ada
FNA2112,Contemporary Practices 4,ada
FNA2903,Art and Design in film,ada
FNA3111,Contemporary Practices 5,ada
FNA3112,Contemporary Practices 6,ada
FNA3903,Film practice,ada
FNA4001,Project studies (fine art honours),ada
FNA4002,Major project (fine art honours),ada
FNA4011,Studio methodology,ada
FOR4001,Medical evidence,med
FOR4002,Injury interpretation,med
FOR4003,"Ethics, medicine and the law",med
FOR4004,Elements of the forensic sciences,med
FOR5005,Adult sexual assault,med
FOR5006,Traffic medicine,med
FOR5007,Elements of forensic toxicology,med
FOR5008,Custodial medicine,med
FOR5009,Advanced issues in sexual violence,med
FOR5010,Project in forensic medicine,med
FOR5011,Advanced issues in non-accidental injury of children,med
FOR5012,Child and adolescent sexual abuse,med
FOR5013,Non accidental injury in childhood,med
FOR5014,Elements of forensic odontology,med
FOR5015,Post mortem dental identification: Principles and methods,med
FOR5016,Clinical forensic odontology,med
FOR5017,Disaster victim identification (DVI): Principles and methods,med
FOR5018,Elements of forensic anthropology,med
FOR5020,Forensic cross sectional imaging,med
FOR5021,Mortuary technical science,med
FPA5004,Autopsy practice,med
FPA5007,Death investigation,med
FST1800,Fundamentals of food science,sci
FST2810,Food bioprocess technology,sci
FST3800,Food science internship,sci
FST3810,Human nutrition,sci
FST3820,Food preservation,sci
FST3830,Functional foods,sci
FST3840,Food processing,sci
FST3850,Food product development,sci
FST4100,Food science and technology research project,sci
FST4280,Honours coursework in food science and technology,sci
GEN2041,Foundations of genetics,sci
GEN2052,Genomics and population genetics,sci
GEN3030,"Molecular, cellular and developmental genetics",sci
GEN3040,Genomics and its applications,sci
GEN3051,Medical and forensic genetics,sci
GEN3062,Evolutionary and ecological genetics,sci
GEN3990,Genetics in action research project,sci
GHS5841,Research and evidence for practice,med
GHS5850,Nursing leadership and management,med
GLS1211,Contemporary glass practices,ada
GLS1212,Glass practice and theory 2A,ada
GLS1231,Contemporary glass blowing practices,ada
GLS1242,Glass practice and theory 2B,ada
GLS2213,Contemporary glass sculpture,ada
GLS2214,Glass practice and theory 4A,ada
GLS2223,Contemporary blown and sculpted glass,ada
GLS2224,Glass practice and theory 4B,ada
GLS3215,Glass practice and theory 5,ada
GLS3216,Glass practice and theory 6,ada
GMA1010,Foundations of medical practice,med
GMA2000,Year A final grade,med
GPS4120,Geophysics research project part time II,sci
GPS4220,Geophysics honours coursework part time II,sci
GRS4101,Introduction to reproductive endocrinology,med
GRS4102,Gonadal development and function,med
GRS4103,Pregnancy and parturition,med
GRS4104,Reproductive health,med
GRS4105,Fertility regulation,med
GRS4201,Comparative reproduction and conservation,med
GRS4202,Assisted reproductive and genetic technologies,med
GVA1203,Photography 1,ada
GVA1611,Sculpture practice 1,ada
GVA1612,Sculpture practice 2,ada
GVA2207,Photography and Photomedia processes,ada
GVA2208,Photography and Photomedia fabrication,ada
GVA2223,Minor printmaking 3,ada
GVA2423,Minor sculpture/woodcraft 3,ada
GVA2723,Minor photography 3,ada
GVA3202,Professional practice,ada
GVA3207,Photography and Photomedia project 1A,ada
GVA3224,Minor printmaking 4,ada
GVA3424,Minor sculpture/woodcraft 4,ada
GVA3724,Minor photography 4,ada
HED5031,Higher education project: Design and literature review,edu
HED5041,Research project development and implementation,edu
HED5043,Contemporary issues in business education,buseco
HED5044,Reflection and practice in business education,buseco
HED5052,Contemporary issues in higher education in South East Asia,edu
HPE5001,Teaching and learning in health professional education,med
HPE5002,Clinical teaching,med
HPE5003,Assessment in health professional education,med
HPE5004,Course design and educational change management,med
HPE5011,Educational research methods for the health professions,med
HPE5012,Foundations of simulation in health professional education,med
HPE5013,Independent project in health professional education,med
HPE5014,Applied simulation,med
HPE5015,Contemporary research and innovations in health professional education,med
HSC1100,Introduction to research and evidence,med
HSC1200,Introduction to public health,med
HSC1300,Human health and disease,med
HSC1400,The Australian healthcare system,med
HSC2062,Communicating health,med
HSC2092,Community development and partnership,med
HSC2100,Emerging challenges in health,med
HSC2102,Introduction to clinical research,med
HSC2141,Analysing patterns of health and disease,med
HSC2200,Health and the human lifespan,med
HSC2300,Health promotion and disease prevention,med
HSC3001,"Health, law and ethics",med
HSC3002,Health for all in a global world,med
HSC3011,Contemporary health challenges,med
HSC3041,Disease prevention and control,med
HSC3052,Health promotion in community and organisational settings,med
HSC3061,Health program evaluation,med
HSC3072,Health policy and politics,med
HSC3082,Health promotion practicum,med
HSC3102,Environmental determinants of health and disease,med
HSC3131,Quantitative research design and methodology,med
HSC3132,Action in public health research,med
HSC4001,Health science research project 1,med
HSC4002,Health science research project 2,med
HSC4011,Advanced studies in contemporary and global health research,med
HUP3011,Human pathology 1: Understanding disease processes,sci
HUP3022,Human pathology 2: Pathology of human diseases,sci
HUP3810,Principles of pathology 1,sci
HUP3820,Principles of pathology 2,sci
HUP3990,Human pathology in action research project,sci
IAR1112,Interior architecture studio 2,ada
IAR1113,Interior architecture studio 1,ada
IAR1114,Interior architecture studio 2,ada
IAR1211,Building construction and materials A,ada
IAR1401,Communication methods for interior architecture,ada
IAR1411,Communication and media,ada
IAR1602,Constructions and environments 1,ada
IAR2113,Interior architecture studio 3,ada
IAR2114,Interior architecture studio 4,ada
IAR2115,Interior architecture studio 3,ada
IAR2116,Interior architecture studio 4,ada
IAR2204,Building materials and construction B,ada
IAR2205,The production of space and place,ada
IAR2303,Structures and services A,ada
IAR2401,Interior architecture modelling,ada
IAR2411,Contemporary interior architecture,ada
IAR2501,Retail design 1,ada
IAR2601,Constructions and environments 2,ada
IAR2602,Constructions and environments 3,ada
IAR3115,Interior architecture studio 5,ada
IAR3116,Interior architecture studio 6,ada
IAR3117,Interior architecture studio 5,ada
IAR3118,Interior architecture studio 6,ada
IAR3205,Building construction and materials C,ada
