UnitCode,UnitName,Faculty
PHS1711,Applied physics,eng
PHS2061,Quantum and thermal physics,sci
PHS2062,Electromagnetism and optics,sci
PHS2081,"Atomic, nuclear and condensed matter physics",sci
PHS2350,Physics and astronomy introductory research project 1,sci
PHS2360,Physics and astronomy introductory research project 2,sci
PHS3031,Foundations of contemporary physics,sci
PHS3042,Fundamentals of condensed matter physics,sci
PHS3051,Photon physics,sci
PHS3062,Fundamental particle physics,sci
PHS3131,Theoretical physics,sci
PHS3142,Theoretical physics II,sci
PHS3350,Physics and astronomy research project 1,sci
PHS3360,Physics and astronomy research project 2,sci
PHS4100,Physics honours research project,sci
PHS4110,Physics honours research project - Part 1,sci
PHS4120,Physics honours research project - Part 2,sci
PHS4200,Physics honours coursework,sci
PHS4210,Physics honours coursework - Part 1,sci
PHS4220,Physics honours coursework - Part 2,sci
PHY2011,"Neuroscience of communication, sensory and control systems",sci
PHY2032,Endocrine control systems,sci
PHY2042,Body systems physiology,sci
PHY2810,Physiology of human body systems,sci
PHY2820,Physiology of human health,sci
PHY3012,Integrative neuroscience,sci
PHY3072,Exercise physiology and metabolism,sci
PHY3102,"Nutrition, metabolism and body weight",sci
PHY3111,Sensory and cognitive neuroscience,sci
PHY3171,Clinical and experimental cardiovascular physiology,sci
PHY3181,Hormones and reproduction,sci
PHY3990,Action in physiology research project,sci
PMH1011,Mental health in the community,med
PMM3020,"Psychology, management and marketing",buseco
POM5001,Perioperative management of the cardiac patient,med
POM5002,Acute perioperative medicine,med
POM5003,Organ dysfunction 1,med
POM5004,Organ dysfunction 2,med
PPR3102,Professional practice for interior architecture,ada
PPR3103,Project planning and professional practice for design and multimedia,ada
PPR3202,Professional practice B,ada
PPR4002,Professional practice and business planning for design,ada
PPR4102,Professional practice and business planning for design,ada
PPR5500,Design management and entrepreneurship,ada
PRM1001,The contemporary print: Etching and relief printmaking,ada
PRM1411,Printmedia practice and theory 1A,ada
PRM1412,Printmedia practice and theory 2A,ada
PRM1431,Printmedia practice and theory 1B,ada
PRM1442,Printmedia practice and theory 2B,ada
PRM1511,Artists' Books,ada
PRM2401,Screenprinting and the contemporary poster,ada
PRM2413,Printmedia practice and theory 3A,ada
PRM2414,Printmedia practice and theory 4A,ada
PRM2423,Printmedia practice and theory 3B,ada
PRM2424,Printmedia practice and theory 4B,ada
PRM2512,Artists' books 2,ada
PRM3415,Printmedia practice and theory 5,ada
PRM3416,Printmedia practice and theory 6,ada
PSC1011,Physiology I,pha
PSC1012,Physiology II,pha
PSC1021,Bioorganic and medicinal chemistry I,pha
PSC1022,Bioorganic and medicinal chemistry II,pha
PSC1031,Physical chemistry I,pha
PSC1032,Physical chemistry II,pha
PSC1041,Scientific Inquiry,pha
PSC1042,Multi-disciplinary Pharmaceutical Science,pha
PSC2011,Biochemical pharmacology,pha
PSC2012,Molecular pharmacology,pha
PSC2021,Structural organic chemistry,pha
PSC2031,Analytical methods,pha
PSC2041,Biopharmaceutics,pha
PSC2122,Synthetic organic chemistry,pha
PSC2132,Introduction to spectroscopy,pha
PSC2142,Computational chemistry,pha
PSC2222,Formulation chemistry,pha
PSC2232,Colloid chemistry,pha
PSC2322,Molecular cell biology,pha
PSC2332,Diseased-focused pharmacology - Peripheral,pha
PSC3041,Applied analytical methods,pha
PSC3111,Molecular basis of drug action,pha
PSC3112,Drug discovery and development,pha
PSC3121,Advanced Synthetic organic chemistry,pha
PSC3122,Applied Medicinal Chemistry,pha
PSC3131,Analysis of drug-receptor interactions,pha
PSC3132,Medicinal Chemistry Research Placement,pha
PSC3142,Computational drug design,pha
PSC3211,Industrial Formulation,pha
PSC3212,Product Commercialisation,pha
PSC3221,Biomolecule formulation & modified release technologies,pha
PSC3222,Advanced formulation and nanotechnology,pha
PSC3231,Pharmaceutical Product Manufacture,pha
PSC3232,Formulation Science Placement,pha
PSC3311,Microbiology and immunology,pha
PSC3321,Disease-Focused Pharmacology CNS,pha
PSC3322,Current aspects of cancer biology,pha
PSC3332,Drug Discovery Biology research placement,pha
PSC3432,Medicinal Chemistry pre-honours research project,pha
PSC3532,Formulation Science pre-honours research project,pha
PSC3632,Drug Discovery Biology pre-honours research project,pha
PSC4111,Advanced medicinal chemistry,pha
PSC4112,Research in medicinal chemistry,pha
PSC4211,Advanced formulation science,pha
PSC4212,Research in formulation science,pha
PSC4311,Advanced drug discovery biology,pha
PSC4312,Research in drug discovery biology,pha
PSC4411,Advanced medicine use and safety,pha
PSC4412,Research in Medicine Use and Safety,pha
PSY1011,Psychology 1A,med
PSY1022,Psychology 1B,med
PSY2031,Developmental and biological psychology,med
PSY2042,Personality and social psychology,med
PSY2051,Research design and analysis,med
PSY2061,Biological psychology,med
PSY2071,Developmental psychology,med
PSY2112,Organisational psychology,med
PSY3032,Abnormal psychology,med
PSY3041,"Psychological testing, theories of ability and ethics",med
PSY3051,Perception and cognitive psychology,med
PSY3062,Research methods and theory,med
PSY3120,Introduction to counselling,med
PSY3130,Health psychology,med
PSY3150,Contemporary social psychology,med
PSY3180,Human neuropsychology: Developmental and neurodegenerative disorders,med
PSY3190,Addiction studies,med
PSY3250,Positive psychology,med
PSY3270,Neuroscience of cognition and behaviour,med
PSY3280,The neuronal basis of consciousness,med
PSY3310,Introduction to computational neuroscience,med
PSY3320,Sleep and circadian rhythms,med
PSY4032,Abnormal psychology,med
PSY4041,Psychological testing and ethics,med
PSY4051,Research design and analysis,med
PSY4062,Research methods and theory,med
PSY4081,Perception and cognition,med
PSY4100,Psychology honours: Research project,med
PSY4110,Psychology in society,med
PSY4111,Psychology 1A,med
PSY4120,Mental health and illness,med
PSY4122,Psychology 1B,med
PSY4130,Developmental psychology and clinical neuroscience,med
PSY4131,Developmental and biological psychology,med
PSY4140,Introduction to counselling,med
PSY4151,Personality and social psychology,med
PSY4170,Neuroscience of cognition and behaviour,med
PSY4210,Statistics and research design for professional psychology,med
PSY4220,Ethical and professional issues in psychology,med
PSY4270,Psychological assessment and intervention,med
PSY4401,Psychology research project: Statistics and research design for professional psychology,med
PSY4402,Psychology research project: Literature review,med
PSY4403,Psychology research project: Methodology and data collection,med
PSY4404,Psychology research project: results and discussion,med
PSY4405,Ethical and professional issues in psychology,med
PSY4406,Psychological assessment and intervention,med
PSY4407,Psychology in industry: Pathways to employment,med
PSY4408,Perspectives in clinical and developmental neuroscience,med
PSY4409,21st century applications of psychology,med
PSY5100,Research Project in Psychology,med
PSY5101,Research Project in Psychology (Part-time),med
PSY5200,Advanced Studies in Psychology,med
PSY5201,Advanced Studies in Psychology (Part-time),med
PTG1001,Painting introduction: materials and methods,ada
PTG1025,Painting as an interdisciplinary practice A,ada
PTG1026,Painting as an interdisciplinary practice B,ada
PTG1511,Painting practice and theory 1A,ada
PTG1512,Painting practice and theory 2A,ada
PTG1531,Painting practice and theory 1B,ada
PTG1542,Painting practice and theory 2B,ada
PTG2030,Painting as an interdisciplinary practice C,ada
PTG2031,Abstraction and non-objective painting,ada
PTG2032,Painting: Installation and the expanded field,ada
PTG2033,Representational painting: Narrative and figuration,ada
PTG2034,Sound and space: Dematerialised form,ada
PTG2035,Interventions: Feminist and conceptual practices,ada
PTG2513,Painting practice and theory 3A,ada
PTG2514,Painting practice and theory 4A,ada
PTG2523,Painting practice and theory 3B,ada
PTG2524,Painting practice and theory 4B,ada
PTG3515,Painting practice and theory 5,ada
PTG3516,Painting practice and theory 6,ada
PTY1011,Physiotherapy 1,med
PTY1022,Physiotherapy 2,med
PTY2000,Honours systematic review,med
PTY2031,Physiotherapy 3,med
PTY2042,Physiotherapy 4,med
PTY3000,Honours research proposal,med
PTY3051,Physiotherapy 5,med
PTY3162,Physiotherapy 6A: Clinical,med
PTY3262,Physiotherapy 6B: Clinical,med
PTY3362,Physiotherapy 6C: Clinical,med
PTY3462,Clinical placement,med
PTY4000,Honours thesis,med
PTY4010,Honours systematic review,med
PTY4020,Honours research proposal,med
PTY4030,Honours thesis,med
PTY4171,Physiotherapy 7A: Clinical,med
PTY4172,Physiotherapy 7B: Clinical,med
PTY4281,Physiotherapy 8A: Clinical,med
PTY4282,Physiotherapy 8B: Clinical,med
PTY4283,Physiotherapy 8C: Campus,med
PTY5100,Enhancing skills in paediatric physiotherapy,med
PTY5101,Advancing skills in paediatric physiotherapy: Cerebral palsy,med
PTY5102,Advancing skills in paediatric physiotherapy: Neonates and infants,med
PTY5103,Principles of paediatric physiotherapy,med
PTY5104,Advancing skills in paediatric physiotherapy: Complex and chronic conditions,med
PTY5105,Advanced physiotherapy clinical skills and project,med
RAD1012,Radiographic science and practice 2,med
RAD1021,Radiologic physics and radiation protection,med
RAD1031,Radiologic biology 1,med
RAD1061,Radiographic science and practice 1,med
RAD1082,Radiologic biology 2,med
RAD2001,Medical imaging science: Radiographic principles,med
RAD2012,Radiographic science and practice 4,med
RAD2051,Radiographic science and practice 3,med
RAD2061,Radiologic biology 3,med
RAD2092,Radiologic biology 4 and sectional anatomy,med
RAD3002,Medical imaging science: Computed tomography,med
RAD3004,Neuroimaging for neuroscience research,med
RAD3042,Medical imaging science and practice 2,med
RAD3051,Medical imaging science and practice 1,med
RAD3061,Medical imaging science (ultrasound),med
RAD3092,Magnetic resonance imaging (physics and technology),med
RAD4000,Radiography and medical imaging work experience,med
RAD4070,Research in medical imaging,med
RAD4080,Selected topics in medical imaging,med
RAD4160,Advanced medical imaging and clinical skills,med
RAD4500,Multislice CT and evidence based practice,med
RAD4501,MRI imaging and evidence based practice,med
RAD4502,Principles of general radiography image interpretation,med
RAD4503,"Magnetic resonance imaging: Physics, instrumentation and safety",med
RAD4504,Magnetic resonance imaging: Musculo-skeletal system,med
RAD4505,"Magnetic resonance imaging: Head, spine abdomen and pelvis",med
RAD4506,Magnetic resonance imaging: Advanced imaging techniques,med
RAD5105,Pathology for advanced medical imaging practice,med
RAD5106,Medical imaging data management and health informatics,it
RAD5107,Hybrid and molecular imaging,med
RAD5108,Advanced general radiography image interpretation 1,med
RAD5109,Advanced general radiography image interpretation 2,med
RAD5110,Advanced CT and clinical decision making 1,med
RAD5111,Advanced CT and clinical decision making 2,med
RAD5201,Emergency image interpretation 1,med
RAD5202,Emergency image interpretation 2,med
RSE4111,Numerical modelling,eng
RSE4112,Advanced rock mechanics,eng
RTP4101,Professional issues in radiation therapy 1,med
RTP4102,Professional issues in radiation therapy 2,med
RTP4103,Specialised techniques in radiation therapy,med
RTP5101,Patient care and assessment in radiation therapy,med
RTP5102,Current issues in radiation therapy and oncology,med
RTP5103,Contemporary approaches to radiation therapy of the breast,med
RTP5104,Advanced imaging for radiation therapy,med
RTS2001,Professional practice in radiation therapy,med
RTS4101,Radiation therapy science 1,med
RTS4102,Radiation therapy science 2,med
RTS4103,Radiation therapy science 3,med
RTS5101,Radiation therapy science 4,med
RTS5102,Radiation therapy science 5,med
RTS5103,Radiation therapy science 6,med
RTS5104,Radiation therapy science 7,med
RTS5105,Radiation therapy science 8,med
RTS5110,Radiation therapy science and practice 1,med
RTS5120,Radiation therapy science and practice 2,med
RUR5100,Research Project in Rural Health,med
RUR5101,Research Project in Rural Health (Part time),med
RUR5200,Advanced Studies in Rural Health,med
RUR5201,Advanced Studies in Rural Health (Part time),med
SCI1020,Introduction to statistical reasoning,sci
SCI1200,"Humans, evolution and modern society",sci
SCI1300,Climate change: From science to society,sci
SCI1501,Impact through science 1A,sci
